id,N,rankdist
100015,10,955351999
100016,10,951551553
100017,10,559599353
100018,10,515351351
100019,10,335931395
100020,10,315555553
100021,10,535531553
100022,10,593319151
100023,10,599535353
100024,10,553531599
100025,10,933353155
100026,10,155135935
100027,10,513555539
100028,10,515339553
100029,10,153359955
100030,10,119555995
100031,10,533553335
100032,10,551311195
100033,10,959919555
100034,10,355513999
100035,10,539193391
100036,10,153511595
100037,10,559559555
100038,10,595559195
100039,10,115593555
100040,10,595111339
100041,10,559919553
100042,10,511359595
100043,10,111555513
100044,10,551191535
100045,10,513539933
100046,10,333511955
100047,10,359155595
100048,10,535355915
100049,10,955155333
100050,10,113951515
100051,10,599593535
100052,10,933959191
100053,10,131935959
100054,10,155153535
100055,10,515953595
100056,10,939551531
100057,10,519593533
100058,10,551939359
100059,10,359559315
100060,10,595555119
100061,10,593139991
100062,10,559559111
100063,10,953155931
100064,10,911993519
100065,10,393519553
100066,10,533935335
100067,10,535115959
100068,10,191553559
100069,10,155391131
100070,10,553393151
100071,10,339951399
100072,10,993151353
100073,10,351155595
100074,10,959593599
100075,10,533395393
100076,10,133551351
100077,10,591959593
100078,10,511955551
100079,10,599151533
100080,10,531595319
100081,10,935555335
100082,10,559593599
100083,10,515955593
100084,10,555559333
100085,10,195351353
100086,10,555315535
100087,10,115553993
100088,10,555519113
100089,10,553531551
100090,10,591599195
100091,10,595153553
100092,10,139119159
100093,10,531155959
100094,10,335955995
100095,10,595915939
100096,10,115335519
100097,10,593133535
100098,10,951593399
100099,10,519153535
100100,10,353591553
100101,10,555191519
100102,10,515555599
100103,10,335959359
100104,10,953313193
100105,10,595139591
100106,10,553951399
100107,10,151135115
100108,10,531595135
100109,10,931535193
100110,10,353955553
100111,10,591153555
100112,10,915511155
100113,10,555319319
100114,10,315519119
100115,10,955595355
100116,10,535551911
100117,10,119119939
100118,10,535919591
100119,10,599153351
100120,10,513555135
100121,10,993955535
100122,10,519555115
100123,10,959155995
100124,10,533553935
100125,10,559115995
100126,10,595115139
100127,10,551513399
100128,10,319139315
100129,10,595555335
100130,10,951315955
100131,10,555513935
100132,10,955519355
100133,10,153553199
100134,10,115333135
100135,10,551191559
100136,10,393539919
100137,10,359515553
100138,10,519519155
100139,10,555395393
100140,10,115131535
100141,10,195959591
100142,10,153515339
100143,10,935551315
100144,10,915591955
100145,10,553115515
100146,10,553151933
100147,10,199913599
100148,10,555533535
100149,10,539531513
100150,10,135193535
100151,10,395953155
100152,10,599531155
100153,10,515555399
100154,10,595955531
100155,10,535911599
100156,10,999951351
100157,10,555139355
100158,10,595551593
100159,10,955313559
100160,10,519391955
100161,10,955395553
100162,10,551531151
100163,10,591551955
100164,10,335933155
100165,10,595315911
100166,10,535153331
100167,10,539513335
100168,10,193193955
100169,10,531153511
100170,10,559959595
100171,10,935135551
100172,10,599553535
100173,10,551393115
100174,10,139133119
100175,10,955155153
100176,10,155535511
100177,10,155139315
100178,10,959959539
100179,10,315935593
100180,10,111355355
100181,10,395511319
100182,10,513933319
100183,10,519595953
100184,10,311953131
100185,10,995991551
100186,10,393951555
100187,10,559539155
100188,10,535311995
100189,10,553559339
100190,10,539395933
100191,10,595555593
100192,10,959955195
100193,10,955159511
100194,10,955555911
100195,10,153551199
100196,10,595591953
100197,10,599355955
100198,10,555559111
100199,10,515313515
100200,10,555535539
100201,10,313193555
100202,10,559595335
100203,10,551331519
100204,10,155559339
100205,10,135955951
100206,10,515991555
100207,10,951191313
100208,10,195519559
100209,10,595355555
100210,10,555359159
100211,10,555993315
100212,10,199553355
100213,10,995135395
100214,10,155399555
100215,10,551515111
100216,10,999359193
100217,10,359551395
100218,10,199513319
100219,10,351953595
100220,10,355351959
100221,10,951351535
100222,10,351195153
100223,10,535995555
100224,10,935511353
100225,10,951359535
100226,10,513553335
100227,10,553391595
100228,10,559911135
100229,10,515555535
100230,10,553553199
100231,10,591519939
100232,10,519315319
100233,10,315319515
100234,10,553599993
100235,10,935315533
100236,10,955359595
100237,10,395953395
100238,10,555159551
100239,10,535355195
100240,10,991593339
100241,10,953159593
100242,10,551119599
100243,10,933351951
100244,10,351191355
100245,10,599555991
100246,10,935935195
100247,10,599111555
100248,10,551559111
100249,10,911315593
100250,10,995995915
100251,10,559155915
100252,10,395935155
100253,10,559595151
100254,10,955551191
100255,10,595555599
100256,10,593351519
100257,10,139915395
100258,10,919519919
100259,10,193955159
100260,10,959911951
100261,10,153555555
100262,10,959591515
100263,10,153113155
100264,10,311515393
100265,10,555955559
100266,10,555395531
100267,10,559391551
100268,10,351315591
100269,10,991915159
100270,10,991353159
100271,10,555333515
100272,10,551555559
100273,10,553155515
100274,10,135555955
100275,10,155135995
100276,10,535159355
100277,10,555553911
100278,10,995591111
100279,10,951531335
100280,10,935135513
100281,10,533553955
100282,10,113153155
100283,10,533591335
100284,10,355199355
100285,10,935911951
100286,10,595559391
100287,10,355513555
100288,10,953131595
100289,10,555359151
100290,10,555339515
100291,10,555155591
100292,10,555155515
100293,10,195595559
100294,10,955511553
100295,10,599315135
100296,10,991555555
100297,10,353553559
100298,10,595559551
100299,10,533531351
100300,10,131999535
100301,10,155315539
100302,10,555351135
100303,10,913115535
100304,10,515519359
100305,10,915515551
100306,10,539115555
100307,10,555595139
100308,10,315559599
100309,10,555953599
100310,10,953511919
100311,10,511139555
100312,10,315333199
100313,10,355991395
100314,10,591119999
100315,10,555955313
100316,10,913355153
100317,10,519531555
100318,10,531119991
100319,10,555939159
100320,10,551335353
100321,10,959351515
100322,10,315159159
100323,10,993515513
100324,10,533955913
100325,10,353135995
100326,10,315951919
100327,10,199533535
100328,10,311339191
100329,10,993151559
100330,10,531555115
100331,10,515531939
100332,10,319111931
100333,10,539535135
100334,10,151139535
100335,10,515915555
100336,10,951511593
100337,10,519955155
100338,10,515315313
100339,10,539551133
100340,10,511559155
100341,10,551511319
100342,10,995539519
100343,10,555155535
100344,10,955533951
100345,10,395155555
100346,10,115535531
100347,10,513955515
100348,10,915155539
100349,10,519511599
100350,10,553353115
100351,10,933553333
100352,10,355555519
100353,10,555551995
100354,10,135959395
100355,10,115155995
100356,10,395193355
100357,10,951153551
100358,10,511159595
100359,10,559315935
100360,10,135519155
100361,10,153955515
100362,10,935591513
100363,10,535911115
100364,10,953315395
100365,10,591995355
100366,10,555511551
100367,10,553191139
100368,10,559935535
100369,10,395393111
100370,10,955515911
100371,10,931931513
100372,10,111555551
100373,10,959995999
100374,10,351355335
100375,10,519359355
100376,10,955315959
100377,10,155353151
100378,10,955535355
100379,10,593919551
100380,10,391939939
100381,10,153133195
100382,10,151515915
100383,10,935515935
100384,10,195351399
100385,10,339193355
100386,10,595953511
100387,10,391359595
100388,10,593135555
100389,10,991551199
100390,10,955355959
100391,10,595513553
100392,10,595551355
100393,10,959115939
100394,10,593335391
100395,10,551355551
100396,10,955315339
100397,10,951551355
100398,10,553955599
100399,10,359515915
100400,10,355191139
100401,10,353511935
100402,10,931115115
100403,10,555535111
100404,10,915511531
100405,10,593153115
100406,10,535511111
100407,10,551931355
100408,10,995555553
100409,10,935155555
100410,10,955315515
100411,10,951191559
100412,10,511919511
100413,10,153555199
100414,10,955531911
100415,10,955355995
100416,10,595393513
100417,10,113151599
100418,10,599511195
100419,10,195539359
100420,10,999553593
100421,10,195351139
100422,10,513335339
100423,10,553535315
100424,10,355355191
100425,10,595331313
100426,10,553515555
100427,10,133559915
100428,10,335911593
100429,10,559555551
100430,10,555555311
100431,10,155155593
100432,10,395555559
100433,10,533359555
100434,10,533535155
100435,10,531595515
100436,10,551153151
100437,10,931999511
100438,10,111533931
100439,10,533153315
100440,10,915395531
100441,10,559355513
100442,10,533915955
100443,10,555399535
100444,10,553531953
100445,10,551911995
100446,10,953515315
100447,10,531599199
100448,10,359551311
100449,10,359555559
100450,10,595935113
100451,10,955513151
100452,10,551951595
100453,10,959133535
100454,10,519135355
100455,10,351315193
100456,10,559155951
100457,10,359131319
100458,10,155551153
100459,10,531551313
100460,10,399551559
100461,10,531395395
100462,10,559519959
100463,10,555531555
100464,10,113935915
100465,10,333153999
100466,10,155351535
100467,10,539555555
100468,10,153355339
100469,10,955919355
100470,10,315395533
100471,10,933995535
100472,10,155595393
100473,10,595195993
100474,10,953319351
100475,10,511153915
100476,10,539319913
100477,10,195153595
100478,10,591331555
100479,10,955915553
100480,10,593393395
100481,10,395999533
100482,10,355335951
100483,10,999155935
100484,10,953511531
100485,10,953535519
100486,10,153555533
100487,10,991551535
100488,10,511999551
100489,10,555953555
100490,10,511395539
100491,10,551951555
100492,10,351593559
100493,10,595595153
100494,10,955535335
100495,10,133555391
100496,10,555553559
100497,10,159599155
100498,10,555115115
100499,10,153555595
100500,10,155559551
100501,10,331351395
100502,10,391133351
100503,10,955513911
100504,10,951951153
100505,10,951153555
100506,10,359395135
100507,10,919395115
100508,10,531355151
100509,10,553519553
100510,10,955555935
100511,10,591553555
100512,10,115199393
100513,10,995599555
100514,10,511593955
100515,10,591553135
100516,10,955519915
100517,10,959135555
100518,10,911153951
100519,10,595555355
100520,10,991553555
100521,10,953935533
100522,10,539335595
100523,10,513913359
100524,10,359953155
100525,10,559915535
100526,10,595355915
100527,10,355539935
100528,10,333335935
100529,10,515911593
100530,10,599993359
100531,10,519935995
100532,10,131531359
100533,10,551155995
100534,10,599551155
100535,10,151995339
100536,10,913539595
100537,10,119951955
100538,10,553553939
100539,10,539939393
100540,10,155115515
100541,10,553595595
100542,10,539151933
100543,10,931319553
100544,10,591555555
100545,10,353595515
100546,10,395555111
100547,10,559355553
100548,10,935995511
100549,10,551395555
100550,10,955153959
100551,10,511515359
100552,10,555535533
100553,10,555531915
100554,10,311153353
100555,10,153513395
100556,10,539333335
100557,10,955553393
100558,10,915555395
100559,10,511151191
100560,10,559911933
100561,10,555519955
100562,10,519155515
100563,10,551311319
100564,10,395115353
100565,10,953553153
100566,10,139951555
100567,10,155919593
100568,10,919995935
100569,10,355515193
100570,10,593551515
100571,10,955115955
100572,10,939195915
100573,10,553355355
100574,10,533559935
100575,10,535313959
100576,10,951535553
100577,10,159311911
100578,10,953159539
100579,10,919955535
100580,10,559595599
100581,10,553513135
100582,10,335331115
100583,10,315515153
100584,10,955555559
100585,10,553355191
100586,10,115119559
100587,10,553991513
100588,10,935395555
100589,10,531111395
100590,10,535133599
100591,10,559335315
100592,10,351353191
100593,10,551959993
100594,10,551951515
100595,10,593113115
100596,10,959593159
100597,10,551953359
100598,10,511599915
100599,10,595395311
100600,10,319553939
100601,10,335911951
100602,10,555535955
100603,10,519553353
100604,10,551913553
100605,10,519591195
100606,10,933355135
100607,10,995359535
100608,10,115595933
100609,10,395111151
100610,10,553555955
100611,10,359531519
100612,10,115153351
100613,10,999591955
100614,10,111119315
100615,10,395559131
100616,10,513511153
100617,10,355551919
100618,10,555511355
100619,10,519915535
100620,10,355195539
100621,10,395535351
100622,10,951533355
100623,10,393395519
100624,10,311131551
100625,10,593915951
100626,10,533155151
100627,10,539939133
100628,10,959151191
100629,10,595355599
100630,10,333515153
100631,10,531339515
100632,10,599195951
100633,10,399993135
100634,10,193559515
100635,10,555955531
100636,10,159539995
100637,10,535515551
100638,10,595599355
100639,10,359359991
100640,10,511359351
100641,10,531913995
100642,10,551355131
100643,10,155595939
100644,10,195395395
100645,10,539599591
100646,10,993959555
100647,10,551339595
100648,10,159533139
100649,10,353133535
100650,10,319595135
100651,10,915515311
100652,10,153131593
100653,10,913591919
100654,10,313199315
100655,10,959593359
100656,10,335913555
100657,10,591599359
100658,10,999153535
100659,10,955551315
100660,10,113591191
100661,10,515133355
100662,10,315511955
100663,10,959991595
100664,10,313551355
100665,10,995339935
100666,10,155553353
100667,10,151151555
100668,10,999951159
100669,10,155391599
100670,10,535911595
100671,10,953959399
100672,10,319315555
100673,10,399553951
100674,10,519939555
100675,10,335551595
100676,10,315953335
100677,10,933955951
100678,10,599515595
100679,10,935353935
100680,10,955531555
100681,10,553515151
100682,10,155935959
100683,10,595519991
100684,10,595931355
100685,10,355553935
100686,10,953351351
100687,10,999531915
100688,10,555515535
100689,10,159115953
100690,10,515315599
100691,10,955911995
100692,10,315539555
100693,10,133519915
100694,10,535513119
100695,10,113535995
100696,10,559551539
100697,10,535915959
100698,10,535551551
100699,10,911555515
100700,10,559555999
100701,10,559195139
100702,10,111511931
100703,10,155153555
100704,10,533551311
100705,10,919195153
100706,10,351533313
100707,10,335355951
100708,10,159933555
100709,10,353539195
100710,10,315595331
100711,10,315595131
100712,10,195199555
100713,10,515151533
100714,10,555519551
100715,10,953353395
100716,10,399595395
100717,10,331595355
100718,10,593553935
100719,10,139953555
100720,10,551915559
100721,10,115999193
100722,10,159953155
100723,10,155513531
100724,10,353915531
100725,10,519935595
100726,10,359555135
100727,10,593153515
100728,10,955539119
100729,10,553359395
100730,10,339139133
100731,10,953113195
100732,10,391955553
100733,10,515955355
100734,10,593593151
100735,10,313553315
100736,10,595553155
100737,10,999919153
100738,10,539115555
100739,10,515955919
100740,10,955195135
100741,10,591535195
100742,10,991555913
100743,10,935119595
100744,10,939951559
100745,10,135315553
100746,10,555955539
100747,10,553593955
100748,10,391951513
100749,10,555953155
100750,10,135135139
100751,10,531113555
100752,10,515355553
100753,10,919513399
100754,10,953559599
100755,10,559333111
100756,10,533555335
100757,10,395995595
100758,10,135553313
100759,10,539355535
100760,10,351551199
100761,10,533513555
100762,10,993511555
100763,10,311959995
100764,10,593911319
100765,10,953599155
100766,10,359553395
100767,10,511351359
100768,10,139911559
100769,10,555339135
100770,10,533351155
100771,10,955939559
100772,10,959591551
100773,10,933395553
100774,10,555331535
100775,10,159555195
100776,10,931535153
100777,10,391511191
100778,10,533193919
100779,10,359915939
100780,10,595195159
100781,10,953393151
100782,10,955951591
100783,10,991951555
100784,10,955953199
100785,10,135193353
100786,10,319191539
100787,10,335955511
100788,10,555959519
100789,10,999333159
100790,10,539135955
100791,10,395915395
100792,10,555519353
100793,10,359511313
100794,10,535595995
100795,10,955199131
100796,10,155315539
100797,10,359915355
100798,10,559533955
100799,10,355933933
100800,10,155515955
100801,10,559555935
100802,10,553559359
100803,10,159515959
100804,10,155515951
100805,10,551555551
100806,10,591593115
100807,10,991555559
100808,10,319533535
100809,10,539599355
100810,10,555195595
100811,10,553191155
100812,10,395553531
100813,10,555539351
100814,10,591393339
100815,10,359915951
100816,10,515515355
100817,10,515155159
100818,10,195955333
100819,10,519313955
100820,10,595591539
100821,10,395531139
100822,10,359193551
100823,10,913553515
100824,10,199535191
100825,10,599535553
100826,10,135955551
100827,10,939315991
100828,10,139535593
100829,10,559555111
100830,10,331111515
100831,10,533115155
100832,10,135555315
100833,10,919153351
100834,10,513513559
100835,10,513515155
100836,10,913393199
100837,10,315955535
100838,10,959951539
100839,10,531915551
100840,10,311595339
100841,10,533119935
100842,10,195555355
100843,10,553131195
100844,10,953151335
100845,10,555331159
100846,10,551533395
100847,10,939351555
100848,10,991359535
100849,10,959315153
100850,10,555551395
100851,10,515591395
100852,10,913515353
100853,10,359535155
100854,10,559955133
100855,10,555395999
100856,10,359531155
100857,10,319531353
100858,10,115199351
100859,10,531915551
100860,10,539159111
100861,10,599555511
100862,10,935551593
100863,10,935519531
100864,10,559353115
100865,10,515155533
100866,10,515515155
100867,10,535599133
100868,10,315355513
100869,10,935153995
100870,10,531535155
100871,10,533395153
100872,10,555153993
100873,10,955913355
100874,10,999359393
100875,10,315535153
100876,10,533555539
100877,10,995515911
100878,10,315533195
100879,10,531551113
100880,10,555155555
100881,10,555513599
100882,10,955555939
100883,10,555599555
100884,10,911595953
100885,10,955559193
100886,10,531355559
100887,10,513195535
100888,10,999359551
100889,10,519551533
100890,10,591159955
100891,10,395511115
100892,10,335935355
100893,10,555113135
100894,10,995335599
100895,10,535135913
100896,10,955559119
100897,10,533519331
100898,10,533531359
100899,10,155551313
100900,10,993195193
100901,10,595559913
100902,10,559595955
100903,10,555995535
100904,10,599951511
100905,10,331955915
100906,10,555555135
100907,10,193951511
100908,10,951315999
100909,10,913535511
100910,10,511351339
100911,10,531591955
100912,10,511155513
100913,10,555555535
100914,10,555931599
100915,10,559335939
100916,10,355113559
100917,10,553335553
100918,10,991195319
100919,10,951913199
100920,10,913955595
100921,10,139559553
100922,10,155511599
100923,10,519555595
100924,10,155551913
100925,10,591139515
100926,10,393191555
100927,10,355535555
100928,10,353599955
100929,10,195139993
100930,10,995313593
100931,10,533951191
100932,10,593513395
100933,10,935533595
100934,10,539595113
100935,10,333515355
100936,10,515955155
100937,10,359915955
100938,10,931595355
100939,10,553555935
100940,10,951935359
100941,10,913511999
100942,10,595593915
100943,10,539515115
100944,10,515313111
100945,10,391515533
100946,10,111131555
100947,10,339591395
100948,10,111595555
100949,10,319353995
100950,10,351553933
100951,10,391555355
100952,10,993999155
100953,10,531535335
100954,10,313535933
100955,10,933131535
100956,10,115553139
100957,10,595551553
100958,10,153959333
100959,10,519995395
100960,10,535511593
100961,10,555555551
100962,10,319555111
100963,10,559313315
100964,10,551959311
100965,10,955313595
100966,10,555395919
100967,10,551531359
100968,10,515995911
100969,10,515555311
100970,10,159153355
100971,10,553551535
100972,10,555539155
100973,10,591999195
100974,10,515553531
100975,10,395535595
100976,10,555115335
100977,10,555955595
100978,10,555511519
100979,10,515535515
100980,10,555331355
100981,10,535555355
100982,10,119135139
100983,10,535533355
100984,10,511535515
100985,10,919551315
100986,10,593591533
100987,10,533535513
100988,10,319339935
100989,10,131315359
100990,10,955595391
100991,10,551915519
100992,10,515553151
100993,10,335311935
100994,10,513353339
100995,10,959151595
100996,10,391155335
100997,10,533939115
100998,10,955135119
100999,10,535551139
101000,10,315131335
110001,11,3959553519
110002,11,3531131359
110003,11,5355553119
110004,11,5593115531
110005,11,5339155595
110006,11,1535331113
110007,11,3339119355
110008,11,5915931551
110009,11,5519359531
110010,11,5351151911
110011,11,5115319333
110012,11,9919199395
110013,11,5959515335
110014,11,5535355559
110015,11,5939939155
110016,11,9315359999
110017,11,3159555559
110018,11,9355399513
110019,11,5353115311
110020,11,1995359535
110021,11,5955559531
110022,11,3913559955
110023,11,5595999559
110024,11,5331599513
110025,11,3551931931
110026,11,5191193535
110027,11,5519919311
110028,11,1159533555
110029,11,3395319519
110030,11,5133931351
110031,11,9131193551
110032,11,3959315953
110033,11,3119151555
110034,11,3533135539
110035,11,3999555559
110036,11,9991339351
110037,11,3991135911
110038,11,5199395353
110039,11,5153333955
110040,11,9995555159
110041,11,5359559355
110042,11,9539335195
110043,11,5559555915
110044,11,9913533395
110045,11,9515519315
110046,11,9913555915
110047,11,3593319955
110048,11,3193515359
110049,11,3353535353
110050,11,5595555153
110051,11,5333133593
110052,11,1155959355
110053,11,3915533593
110054,11,9595531519
110055,11,3959515399
110056,11,1515553935
110057,11,9955155533
110058,11,3991155515
110059,11,5531959135
110060,11,5955915311
110061,11,3355515139
110062,11,5951153555
110063,11,9199551913
110064,11,1315539511
110065,11,5559539391
110066,11,3955351151
110067,11,5395919191
110068,11,5113395955
110069,11,3915531111
110070,11,9595959591
110071,11,5535355555
110072,11,1991535595
110073,11,9353939951
110074,11,5599353993
110075,11,1911593559
110076,11,9539951533
110077,11,3193353599
110078,11,9591555199
110079,11,5113155593
110080,11,5115351513
110081,11,3591311111
110082,11,9953555359
110083,11,5335591131
110084,11,3135353155
110085,11,1539315935
110086,11,9315555919
110087,11,5559953555
110088,11,5359115195
110089,11,5599535353
110090,11,1155139519
110091,11,1599595155
110092,11,5555593315
110093,11,5539953555
110094,11,5959551195
110095,11,5115915319
110096,11,5599519515
110097,11,5535959953
110098,11,9511155539
110099,11,5551133355
110100,11,5551355313
110101,11,1315531915
110102,11,5313315553
110103,11,5595311139
110104,11,5559553915
110105,11,3153191131
110106,11,5195151935
110107,11,3311353999
110108,11,5355955551
110109,11,5159515153
110110,11,9991511193
110111,11,5155151955
110112,11,5515939131
110113,11,5599939159
110114,11,5555559539
110115,11,3935315193
110116,11,9131333559
110117,11,5931155313
110118,11,5515951591
110119,11,9515935515
110120,11,5555995353
110121,11,5913553559
110122,11,5393331991
110123,11,3535331333
110124,11,9959531931
110125,11,9353595535
110126,11,3155553353
110127,11,5355159555
110128,11,5351999551
110129,11,9551393551
110130,11,1591195159
110131,11,3395555355
110132,11,5955333995
110133,11,3353953955
110134,11,3331551519
110135,11,5395139933
110136,11,5599595955
110137,11,5155515993
110138,11,3955535919
110139,11,1353995135
110140,11,5513139315
110141,11,5595555399
110142,11,5595355531
110143,11,9539515355
110144,11,9319199559
110145,11,1133191593
110146,11,5551555199
110147,11,5515111915
110148,11,1351313153
110149,11,5553553113
110150,11,5599955351
110151,11,5395595931
110152,11,1515199555
110153,11,3555531953
110154,11,5555151959
110155,11,5535355339
110156,11,5593335335
110157,11,5135315519
110158,11,1551155159
110159,11,5591135551
110160,11,5555351551
110161,11,3555153319
110162,11,5515953535
110163,11,5515553959
110164,11,5951399315
110165,11,3151191393
110166,11,9953513535
110167,11,9551995555
110168,11,5553331553
110169,11,9155355135
110170,11,5331115531
110171,11,5551115511
110172,11,5555153539
110173,11,3115555559
110174,11,9931531393
110175,11,1151933595
110176,11,5555351951
110177,11,3531553993
110178,11,5555939555
110179,11,1559395551
110180,11,3315153135
110181,11,5593593531
110182,11,3999555331
110183,11,9931511399
110184,11,5555195515
110185,11,9515953915
110186,11,9595535391
110187,11,5195115511
110188,11,1995593959
110189,11,9331535555
110190,11,3559953315
110191,11,9553555155
110192,11,5535595399
110193,11,5595153131
110194,11,9935953131
110195,11,3595913959
110196,11,5539155199
110197,11,9955199355
110198,11,1993595199
110199,11,5155955513
110200,11,3551519359
110201,11,5991515155
110202,11,5351153955
110203,11,5959311559
110204,11,3339339159
110205,11,5559153335
110206,11,1559511559
110207,11,5931559539
110208,11,5553515355
110209,11,5591151919
110210,11,5555315359
110211,11,5551191395
110212,11,9519931355
110213,11,5555513353
110214,11,5911151955
110215,11,5199111953
110216,11,1915191955
110217,11,3591335153
110218,11,3399955195
110219,11,3313955931
110220,11,5555991555
110221,11,5555931999
110222,11,3553915195
110223,11,3355191351
110224,11,5539915511
110225,11,9531953553
110226,11,3191135359
110227,11,5193511519
110228,11,5515115359
110229,11,3955195159
110230,11,3191555935
110231,11,5535193911
110232,11,5115191555
110233,11,9393551359
110234,11,3351153559
110235,11,9513151915
110236,11,9159953595
110237,11,9591595595
110238,11,9155159953
110239,11,5555915595
110240,11,9999593595
110241,11,3955113911
110242,11,5595535555
110243,11,9559551355
110244,11,5915993559
110245,11,9519533595
110246,11,3355551315
110247,11,9159315151
110248,11,5133115533
110249,11,5535395553
110250,11,5953511539
110251,11,5555351351
110252,11,5915515111
110253,11,5151319151
110254,11,9933553993
110255,11,3599993919
110256,11,1355519953
110257,11,5311353111
110258,11,5599513551
110259,11,5115115935
110260,11,9153315915
110261,11,3531531551
110262,11,5915353355
110263,11,1593151355
110264,11,9935555935
110265,11,9353559935
110266,11,5339395991
110267,11,5533511315
110268,11,9559515553
110269,11,5993199951
110270,11,9551515393
110271,11,5935391151
110272,11,9155113555
110273,11,5135559519
110274,11,5553511991
110275,11,5333513911
110276,11,3591351955
110277,11,5319351555
110278,11,5335399935
110279,11,5591535913
110280,11,5151939911
110281,11,5313551355
110282,11,1133591519
110283,11,5351935953
110284,11,5915511939
110285,11,1539535951
110286,11,5515195393
110287,11,5915599355
110288,11,3535399113
110289,11,5515353555
110290,11,5539193955
110291,11,9359531531
110292,11,3511959955
110293,11,5955191993
110294,11,5599593555
110295,11,1931539539
110296,11,3915351339
110297,11,3953951553
110298,11,5939555153
110299,11,9511535951
110300,11,5533355955
110301,11,5353315555
110302,11,5315355595
110303,11,9153511333
110304,11,3131151559
110305,11,1955153395
110306,11,1535559535
110307,11,5559551333
110308,11,5113559553
110309,11,3335155999
110310,11,5153155395
110311,11,3591351511
110312,11,9353595335
110313,11,5911955113
110314,11,9913311355
110315,11,5513515115
110316,11,5931513595
110317,11,1315355335
110318,11,5595353115
110319,11,5355113351
110320,11,5513135555
110321,11,5553515915
110322,11,9515559591
110323,11,5535139551
110324,11,9131593511
110325,11,9353513355
110326,11,3535955191
110327,11,5315959153
110328,11,5355533153
110329,11,9999351131
110330,11,3535559953
110331,11,9535159155
110332,11,9913915555
110333,11,5195351553
110334,11,9591315555
110335,11,9351551513
110336,11,5195313935
110337,11,9959951955
110338,11,5155193339
110339,11,5119155999
110340,11,3113195153
110341,11,9915155391
110342,11,3191595195
110343,11,9555351555
110344,11,1515953559
110345,11,9955955551
110346,11,5533911159
110347,11,5991555533
110348,11,3955335519
110349,11,5559193515
110350,11,5355359335
110351,11,9153133359
110352,11,5339915559
110353,11,9935955955
110354,11,9159599551
110355,11,3591515535
110356,11,5935119551
110357,11,5513551153
110358,11,5199533119
110359,11,5353133131
110360,11,3199595995
110361,11,3315551555
110362,11,9519935131
110363,11,5513551113
110364,11,1551519155
110365,11,1335555533
110366,11,3515153155
110367,11,9931155151
110368,11,1993555155
110369,11,5935519933
110370,11,3155353951
110371,11,1515533595
110372,11,5595135355
110373,11,1133955535
110374,11,9993539119
110375,11,5555955593
110376,11,3551595511
110377,11,9913191513
110378,11,5331393953
110379,11,9591955355
110380,11,5539511339
110381,11,5339319511
110382,11,9353539995
110383,11,5915559195
110384,11,5951115351
110385,11,5515551955
110386,11,9595595159
110387,11,9599551395
110388,11,3311953355
110389,11,5933555139
110390,11,9959935533
110391,11,3311513313
110392,11,9393553595
110393,11,3113355155
110394,11,1551551553
110395,11,5353555319
110396,11,1391155359
110397,11,5135315551
110398,11,5395995199
110399,11,9555159111
110400,11,9931511551
110401,11,5331555955
110402,11,1593915955
110403,11,9591935535
110404,11,3315555151
110405,11,1555119599
110406,11,1191999533
110407,11,9555155395
110408,11,3553555193
110409,11,3311993999
110410,11,5535331355
110411,11,3315959133
110412,11,5595139311
110413,11,5331393559
110414,11,3559111355
110415,11,9591153995
110416,11,1531555191
110417,11,5593513515
110418,11,9315555559
110419,11,1931133315
110420,11,5315151191
110421,11,5355155535
110422,11,3991359939
110423,11,5919951339
110424,11,1599195539
110425,11,5955351355
110426,11,1595115195
110427,11,1199595535
110428,11,5511333135
110429,11,5951151539
110430,11,5959995155
110431,11,9953519513
110432,11,5199155553
110433,11,5159551195
110434,11,5139919939
110435,11,5193559131
110436,11,3953193535
110437,11,5555911513
110438,11,5911931955
110439,11,3533113551
110440,11,3351531953
110441,11,5313155599
110442,11,1191111915
110443,11,1553133535
110444,11,5559555195
110445,11,5355931351
110446,11,3195599195
110447,11,9553113555
110448,11,1339315311
110449,11,5599115133
110450,11,3599133355
110451,11,5319593359
110452,11,5955559355
110453,11,3515155353
110454,11,1511935355
110455,11,9511399955
110456,11,3595139193
110457,11,5515151555
110458,11,5559551553
110459,11,5553133515
110460,11,5111519535
110461,11,5933131355
110462,11,5135155553
110463,11,3153559155
110464,11,3513535559
110465,11,5513955555
110466,11,5513551315
110467,11,3555935515
110468,11,5951953999
110469,11,1599315911
110470,11,5113555313
110471,11,3311159995
110472,11,3355311195
110473,11,3553391355
110474,11,5399551139
110475,11,3911359959
110476,11,9935953555
110477,11,5513559533
110478,11,9555591139
110479,11,9355551919
110480,11,3955355919
110481,11,1599913153
110482,11,3335115155
110483,11,1551955515
110484,11,1133519555
110485,11,5951555955
110486,11,9951535955
110487,11,1955519595
110488,11,3955131395
110489,11,5195531393
110490,11,5533153939
110491,11,1313933955
110492,11,1511593135
110493,11,5553519195
110494,11,5935535995
110495,11,9933155599
110496,11,9955359955
110497,11,3113159555
110498,11,9935955593
110499,11,5551515953
110500,11,9959353551
110501,11,3955511935
110502,11,1151199315
110503,11,3515319911
110504,11,1319519395
110505,11,9519951555
110506,11,1151139559
110507,11,5111115533
110508,11,5999191519
110509,11,5535155539
110510,11,5355131395
110511,11,3115139195
